nodenumber,    x-coordinate,    y-coordinate,  axial-velocity, radial-velocity,turb-kinetic-energy,  viscosity-turb,daxial-velocity-dx,dradial-velocity-dx,daxial-velocity-dy,dradial-velocity-dy
      1359, 4.999999929E+00, 3.376946275E+00,-3.286644062E-04,-3.245810557E-03, 4.046265489E-06, 2.131137420E-03, 1.368245022E-04, 1.050314105E-04,-9.145628629E-05, 8.244432252E-04
      1360, 6.999999954E+00, 3.376946275E+00,-2.931401137E-05,-3.057971264E-03, 3.828140548E-06, 2.513230215E-03, 1.257316494E-04, 6.615646736E-05,-2.446452314E-04, 7.798922905E-04
      1361, 8.999999951E+00, 3.376946325E+00, 1.308503312E-04,-2.980250694E-03, 3.292326694E-06, 7.418546270E-04, 5.520550697E-05, 2.411323998E-05,-1.787504304E-04, 8.274262205E-04
      1362, 1.099999988E+01, 3.376946275E+00, 9.250354261E-04,-2.731196170E-03, 1.339317613E-05, 5.531241346E-04, 1.087511650E-03, 3.172755117E-04,-4.023655608E-03,-2.786941911E-04
      1363, 1.299999997E+01, 3.376946275E+00, 3.987738991E-03,-1.913689472E-03, 4.542844448E-05, 1.317658850E-03, 1.743840358E-03, 4.328540879E-04,-8.240073587E-03,-1.177183188E-03
      1364, 4.999999929E+00, 3.428118819E+00,-3.329893969E-04,-3.204120266E-03, 3.895542149E-06, 2.079221886E-03, 1.295231483E-04, 1.012723241E-04,-7.777608816E-05, 8.052332369E-04
      1365, 6.999999954E+00, 3.428118819E+00,-4.170641793E-05,-3.018748668E-03, 3.757368761E-06, 2.600418904E-03, 1.272193204E-04, 6.780545380E-05,-2.397610728E-04, 7.534432254E-04
      1366, 8.999999951E+00, 3.428118870E+00, 1.220498595E-04,-2.938494603E-03, 3.175241156E-06, 8.347736173E-04, 5.231550871E-05, 2.331737928E-05,-1.651684227E-04, 8.049563644E-04
      1367, 1.099999988E+01, 3.428118819E+00, 7.367474676E-04,-2.741407241E-03, 1.094673421E-05, 4.992005900E-04, 9.220763616E-04, 2.735114249E-04,-3.344376290E-03,-1.223545385E-04
      1368, 1.299999997E+01, 3.428118819E+00, 3.579123506E-03,-1.972019406E-03, 4.073656477E-05, 1.239201777E-03, 1.678832912E-03, 4.230833436E-04,-7.737281795E-03,-1.103615009E-03
      1369, 4.999999929E+00, 3.480032020E+00,-3.366888636E-04,-3.162810337E-03, 3.746875686E-06, 2.027806888E-03, 1.224054188E-04, 9.750763586E-05,-6.493309462E-05, 7.865354899E-04
      1370, 6.999999954E+00, 3.480032020E+00,-5.400012462E-05,-2.980297352E-03, 3.686207356E-06, 2.675700886E-03, 1.281869467E-04, 6.923777672E-05,-2.339454756E-04, 7.282888945E-04
      1371, 8.999999951E+00, 3.480032072E+00, 1.136684892E-04,-2.897334279E-03, 3.080049698E-06, 9.334802885E-04, 5.147803851E-05, 2.324634456E-05,-1.576891780E-04, 7.811747100E-04
      1372, 1.099999988E+01, 3.480032020E+00, 5.802439391E-04,-2.743711476E-03, 8.885822292E-06, 4.531141032E-04, 7.567733967E-04, 2.284247699E-04,-2.693727067E-03, 3.169971313E-05
