      r       	      z       	     U_r      	    U_phi     	     U_z      	   U_r U_r       U_phi U_phi   	   U_z U_z   	   U_r U_phi   	   U_r U_z    	
9.04648371e+00	6.70000000e+01	-2.0981509e-04	3.21547987e-04	2.21209071e-02	1.58424978e-04	1.55393750e-04	7.47599884e-04	-5.3870292e-07	8.96618855e-05	
9.40476442e+00	6.70000000e+01	-4.1705380e-04	2.20003572e-04	1.96135412e-02	1.43863139e-04	1.37821145e-04	6.15992418e-04	-1.2068079e-07	7.56761459e-05	
9.77576531e+00	6.70000000e+01	-6.3184165e-04	1.31909721e-04	1.71498094e-02	1.29046962e-04	1.19393683e-04	4.98472104e-04	-7.4479845e-09	6.22665231e-05	
1.01599379e+01	6.70000000e+01	-8.7117478e-04	5.52067161e-05	1.46768703e-02	1.13476488e-04	1.00711796e-04	3.91081705e-04	-2.7335539e-07	4.90272004e-05	
1.05577500e+01	6.70000000e+01	-1.1250218e-03	9.59950273e-06	1.22473086e-02	9.76959072e-05	8.33275225e-05	2.97584881e-04	-6.8102711e-07	3.70245116e-05	
1.09696858e+01	6.70000000e+01	-1.3641859e-03	-2.2345942e-06	9.96601246e-03	8.33969271e-05	6.83205514e-05	2.21236228e-04	-8.2866701e-07	2.73794333e-05	
1.13962466e+01	6.70000000e+01	-1.5807407e-03	-8.0073696e-06	7.89759566e-03	7.06734940e-05	5.49955740e-05	1.61415286e-04	-6.8406301e-07	1.98441792e-05	
1.18379519e+01	6.70000000e+01	-1.7634879e-03	-2.3564459e-05	6.09821972e-03	5.97041629e-05	4.27152715e-05	1.16338706e-04	-4.6588671e-07	1.40527118e-05	
1.22953391e+01	6.70000000e+01	-1.9054758e-03	-4.5244385e-05	4.53749381e-03	5.01659468e-05	3.26495141e-05	8.13943932e-05	-6.1936212e-08	9.77715496e-06	
1.27689651e+01	6.70000000e+01	-2.0138720e-03	-6.6908719e-05	3.16548964e-03	4.10742250e-05	2.38105335e-05	5.53006137e-05	2.47997839e-07	6.67335151e-06	
1.32594064e+01	6.70000000e+01	-2.0845116e-03	-8.1234404e-05	2.02584979e-03	3.29566330e-05	1.70458119e-05	3.70455438e-05	3.36879089e-07	4.59324646e-06	
1.37672601e+01	6.70000000e+01	-2.1004624e-03	-1.0824168e-04	1.12565823e-03	2.59909539e-05	1.24389652e-05	2.43157620e-05	4.45523670e-07	3.27885234e-06	
1.42931443e+01	6.70000000e+01	-2.0637731e-03	-1.3832644e-04	4.35525891e-04	2.03625840e-05	8.78428148e-06	1.59088683e-05	4.06187595e-07	2.45221938e-06	
1.48376991e+01	6.70000000e+01	-1.9884019e-03	-1.6003413e-04	-8.6491941e-05	1.58083292e-05	5.80155018e-06	1.03859861e-05	3.10559337e-07	2.03328436e-06	
1.54015875e+01	6.70000000e+01	-1.8830603e-03	-1.8431500e-04	-4.7749885e-04	1.19129589e-05	3.81661049e-06	6.85653314e-06	1.68775513e-07	1.69624504e-06	
1.59854958e+01	6.70000000e+01	-1.7489275e-03	-1.8829253e-04	-7.4677139e-04	8.79691427e-06	2.66889586e-06	4.95098315e-06	1.69088578e-07	1.53829445e-06	
1.65901348e+01	6.70000000e+01	-1.5894548e-03	-1.8015598e-04	-9.0362009e-04	6.46758679e-06	1.90973640e-06	3.80847318e-06	8.78364713e-08	1.36811667e-06	
1.72162405e+01	6.70000000e+01	-1.4273288e-03	-1.7417976e-04	-9.4047748e-04	4.76819697e-06	1.45471436e-06	2.96598799e-06	3.35806189e-08	1.23607643e-06	
1.78645751e+01	6.70000000e+01	-1.2668563e-03	-1.6179453e-04	-8.8909873e-04	3.50786165e-06	1.04683764e-06	2.09653669e-06	1.36319410e-08	1.06428229e-06	
1.85359277e+01	6.70000000e+01	-1.1124931e-03	-1.4300242e-04	-8.1542877e-04	2.59238577e-06	7.37547192e-07	1.53998322e-06	-7.7037814e-09	8.50982482e-07	
1.92311156e+01	6.70000000e+01	-9.6962665e-04	-1.2044205e-04	-7.3945624e-04	1.92966650e-06	5.35869918e-07	1.18836750e-06	-1.0701369e-08	6.51921659e-07	
1.99509851e+01	6.70000000e+01	-8.4163018e-04	-9.8382160e-05	-6.5933419e-04	1.43555304e-06	3.84500348e-07	9.11797418e-07	-9.9766072e-09	4.63304993e-07	
2.06964123e+01	6.70000000e+01	-7.2870989e-04	-7.6130910e-05	-5.7927907e-04	1.08270216e-06	2.64933717e-07	6.98607685e-07	-5.8296256e-09	3.13727867e-07	
2.14683047e+01	6.70000000e+01	-6.3025715e-04	-5.9288333e-05	-4.9628322e-04	8.29457688e-07	1.90324391e-07	5.30184156e-07	-1.4857565e-08	2.10693053e-07	
2.22676019e+01	6.70000000e+01	-5.4463048e-04	-5.0546609e-05	-4.1162110e-04	6.38530592e-07	1.42970267e-07	3.95175423e-07	-2.1668097e-08	1.35529073e-07	
2.30952768e+01	6.70000000e+01	-4.6977998e-04	-4.7619494e-05	-3.2755261e-04	4.91741745e-07	1.09320230e-07	2.79386549e-07	-2.5207241e-08	7.60143529e-08	
2.39523370e+01	6.70000000e+01	-4.0467794e-04	-4.6982533e-05	-2.4526005e-04	3.80754413e-07	8.52542441e-08	1.81416349e-07	-2.5194070e-08	3.28526090e-08	
2.48398257e+01	6.70000000e+01	-3.4904879e-04	-4.3909308e-05	-1.6691431e-04	2.96089702e-07	6.48076352e-08	1.03848220e-07	-2.1024419e-08	6.16337723e-09	
2.57588232e+01	6.70000000e+01	-3.0251413e-04	-3.6621125e-05	-9.6713148e-05	2.30592023e-07	4.40438116e-08	5.22645621e-08	-1.4992046e-08	-9.6959137e-09	
2.67104482e+01	6.70000000e+01	-2.6468380e-04	-2.7149273e-05	-3.9571830e-05	1.80178259e-07	2.62013480e-08	2.33699965e-08	-9.4705230e-09	-1.8264386e-08	
2.76958592e+01	6.70000000e+01	-2.3514317e-04	-1.8229557e-05	-5.0309913e-07	1.41977795e-07	1.38891514e-08	1.18093360e-08	-4.6195811e-09	-2.2089378e-08	
2.87162555e+01	6.70000000e+01	-2.1397718e-04	-1.2602673e-05	1.56401738e-05	1.16047956e-07	8.12304054e-09	9.53218917e-09	-1.5215819e-09	-2.2830150e-08	
2.97728793e+01	6.70000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.08670168e+01	6.70000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.20000000e+01	6.70000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000000000000	6.80000000e+01	-1.1924289e-04	-1.6954631e-04	9.98403110e-02	3.99146050e-04	3.67425690e-04	1.05452830e-02	4.49257120e-06	-5.0687694e-06	
3.71000886e-02	6.80000000e+01	1.54026231e-05	-3.5502867e-06	9.98377557e-02	3.84336813e-04	3.82410459e-04	1.05447311e-02	2.88287378e-08	4.76555416e-06	
7.55173554e-02	6.80000000e+01	5.07181999e-05	1.91015910e-05	9.98313673e-02	3.82844914e-04	3.84217352e-04	1.05433785e-02	-5.2503547e-07	1.01809899e-05	
1.15298564e-01	6.80000000e+01	7.38876848e-05	1.75382775e-05	9.98198238e-02	3.83464591e-04	3.84015349e-04	1.05409216e-02	-4.0834300e-07	1.54709929e-05	
1.56492140e-01	6.80000000e+01	1.00934153e-04	1.58531980e-05	9.98027639e-02	3.83882833e-04	3.84078511e-04	1.05371944e-02	-3.2354069e-07	2.11769051e-05	
1.99148226e-01	6.80000000e+01	1.30508773e-04	1.40942092e-05	9.97799241e-02	3.84137826e-04	3.84334147e-04	1.05320763e-02	-2.8078904e-07	2.71261045e-05	
2.43318747e-01	6.80000000e+01	1.61182219e-04	1.14419759e-05	9.97507774e-02	3.84406942e-04	3.84587938e-04	1.05254746e-02	-2.2342366e-07	3.32771982e-05	
2.89057471e-01	6.80000000e+01	1.93282066e-04	8.86051834e-06	9.97144954e-02	3.84694706e-04	3.84855578e-04	1.05173201e-02	-1.3011811e-07	3.97112224e-05	
3.36420073e-01	6.80000000e+01	2.27277871e-04	7.01000479e-06	9.96699984e-02	3.84988829e-04	3.85210546e-04	1.05075449e-02	6.60893150e-09	4.64933668e-05	
3.85464207e-01	6.80000000e+01	2.63158093e-04	5.46986430e-06	9.96158826e-02	3.85320793e-04	3.85696860e-04	1.04960198e-02	1.79958410e-07	5.36383441e-05	
4.36249572e-01	6.80000000e+01	3.00808074e-04	3.46384423e-06	9.95501571e-02	3.85708945e-04	3.86340766e-04	1.04824539e-02	3.53515622e-07	6.11442670e-05	
4.88837990e-01	6.80000000e+01	3.40263913e-04	6.08516143e-07	9.94699145e-02	3.86128441e-04	3.87150892e-04	1.04662772e-02	4.75496219e-07	6.90112354e-05	
5.43293473e-01	6.80000000e+01	3.81550998e-04	-2.8972775e-06	9.93712374e-02	3.86562394e-04	3.88081681e-04	1.04465797e-02	5.26510535e-07	7.72291153e-05	
5.99682309e-01	6.80000000e+01	4.24588859e-04	-6.2730229e-06	9.92496333e-02	3.87053031e-04	3.89036320e-04	1.04222156e-02	5.51129022e-07	8.57658031e-05	
6.58073138e-01	6.80000000e+01	4.69081286e-04	-8.4865634e-06	9.91009867e-02	3.87646330e-04	3.89977234e-04	1.03921687e-02	6.01583377e-07	9.45399102e-05	
7.18537039e-01	6.80000000e+01	5.14658171e-04	-1.0242465e-05	9.89234054e-02	3.88267242e-04	3.91033569e-04	1.03561440e-02	6.24856097e-07	1.03448969e-04	
7.81147611e-01	6.80000000e+01	5.61131467e-04	-1.4665709e-05	9.87174012e-02	3.88926608e-04	3.92060292e-04	1.03142094e-02	6.71994396e-07	1.12454808e-04	
8.45981070e-01	6.80000000e+01	6.08544960e-04	-2.3093766e-05	9.84843807e-02	3.89567420e-04	3.93092876e-04	1.02669080e-02	7.79775404e-07	1.21584690e-04	
9.13116334e-01	6.80000000e+01	6.57217801e-04	-3.3342712e-05	9.82223028e-02	3.90139447e-04	3.94223735e-04	1.02141220e-02	9.39652375e-07	1.30895894e-04	
9.82635127e-01	6.80000000e+01	7.06936291e-04	-4.2495285e-05	9.79291950e-02	3.90610078e-04	3.95498706e-04	1.01557681e-02	1.12416157e-06	1.40367797e-04	
1.05462207e+00	6.80000000e+01	7.57664084e-04	-4.9837681e-05	9.76046099e-02	3.90953189e-04	3.96832095e-04	1.00919738e-02	1.31186051e-06	1.49960383e-04	
1.12916479e+00	6.80000000e+01	8.09524704e-04	-5.8185276e-05	9.72483193e-02	3.91178058e-04	3.98121070e-04	1.00228601e-02	1.47025705e-06	1.59657326e-04	
1.20635403e+00	6.80000000e+01	8.62353894e-04	-7.1120243e-05	9.68588525e-02	3.91315581e-04	3.99260527e-04	9.94830668e-03	1.53974187e-06	1.69432667e-04	
1.28628375e+00	6.80000000e+01	9.15950938e-04	-8.9241369e-05	9.64337920e-02	3.91403630e-04	4.00225552e-04	9.86796119e-03	1.46631673e-06	1.79293166e-04	
1.36905124e+00	6.80000000e+01	9.70443123e-04	-1.0772437e-04	9.59717550e-02	3.91470060e-04	4.01142366e-04	9.78149898e-03	1.27579079e-06	1.89284637e-04	
1.45475726e+00	6.80000000e+01	1.02686661e-03	-1.2191383e-04	9.54701212e-02	3.91490332e-04	4.02054764e-04	9.68838008e-03	9.93344592e-07	1.99574943e-04	
1.54350612e+00	6.80000000e+01	1.08601319e-03	-1.3374131e-04	9.49228024e-02	3.91414150e-04	4.03033165e-04	9.58764746e-03	7.06304648e-07	2.10277214e-04	
1.63540588e+00	6.80000000e+01	1.14758064e-03	-1.4332387e-04	9.43259082e-02	3.91199219e-04	4.04346370e-04	9.47888374e-03	5.08219130e-07	2.21324755e-04	
1.73056838e+00	6.80000000e+01	1.21041686e-03	-1.4829605e-04	9.36811341e-02	3.90863160e-04	4.05958688e-04	9.36240369e-03	4.72166111e-07	2.32485124e-04	
1.82910947e+00	6.80000000e+01	1.27223781e-03	-1.4839475e-04	9.29897548e-02	3.90436522e-04	4.07670969e-04	9.23808036e-03	6.49884758e-07	2.43412977e-04	
1.93114911e+00	6.80000000e+01	1.33149699e-03	-1.4526095e-04	9.22451405e-02	3.89888119e-04	4.09523333e-04	9.10440179e-03	1.01281065e-06	2.53808303e-04	
2.03681149e+00	6.80000000e+01	1.38765259e-03	-1.4350257e-04	9.14350740e-02	3.89235105e-04	4.11572885e-04	8.95954411e-03	1.41135059e-06	2.63589321e-04	
2.14622524e+00	6.80000000e+01	1.44150847e-03	-1.5282804e-04	9.05492423e-02	3.88551203e-04	4.13666554e-04	8.80204470e-03	1.69991103e-06	2.72940711e-04	
2.25952355e+00	6.80000000e+01	1.49338932e-03	-1.7774148e-04	8.95827823e-02	3.87823156e-04	4.15619099e-04	8.63097562e-03	1.80809904e-06	2.81943226e-04	
2.37684433e+00	6.80000000e+01	1.54400546e-03	-2.1409599e-04	8.85331421e-02	3.86898196e-04	4.16975990e-04	8.44620314e-03	1.82170070e-06	2.90624704e-04	
2.49833040e+00	6.80000000e+01	1.59177811e-03	-2.5448227e-04	8.74040470e-02	3.85639362e-04	4.17331633e-04	8.24922665e-03	1.86997970e-06	2.98575181e-04	
2.62412963e+00	6.80000000e+01	1.63482738e-03	-2.9671965e-04	8.62034144e-02	3.84096448e-04	4.16905232e-04	8.04185097e-03	1.86759826e-06	3.05478980e-04	
2.75439515e+00	6.80000000e+01	1.67377968e-03	-3.4078505e-04	8.49229165e-02	3.82364816e-04	4.16433871e-04	7.82367264e-03	1.84254941e-06	3.11533948e-04	
2.88928554e+00	6.80000000e+01	1.71067952e-03	-3.9239816e-04	8.35469159e-02	3.80615973e-04	4.15734940e-04	7.59299556e-03	1.95150587e-06	3.17024195e-04	
3.02896499e+00	6.80000000e+01	1.74618561e-03	-4.4611712e-04	8.20832603e-02	3.78979031e-04	4.14359693e-04	7.35189005e-03	2.07043358e-06	3.22102311e-04	
3.17360354e+00	6.80000000e+01	1.77991172e-03	-4.9665761e-04	8.05566135e-02	3.77467087e-04	4.12668208e-04	7.10470733e-03	2.02129635e-06	3.26687457e-04	
3.32337723e+00	6.80000000e+01	1.80920438e-03	-5.3530638e-04	7.89841840e-02	3.76181770e-04	4.10407855e-04	6.85431976e-03	1.91901027e-06	3.30595128e-04	
3.47846840e+00	6.80000000e+01	1.83453986e-03	-5.6319159e-04	7.73505376e-02	3.74996867e-04	4.07394498e-04	6.59819260e-03	1.86030656e-06	3.33676491e-04	
3.63906583e+00	6.80000000e+01	1.85414179e-03	-5.6812186e-04	7.56275450e-02	3.73331078e-04	4.04244203e-04	6.33258014e-03	1.69766853e-06	3.35454127e-04	
3.80536501e+00	6.80000000e+01	1.86812361e-03	-5.5148410e-04	7.38323992e-02	3.70786112e-04	4.01361214e-04	6.06105220e-03	1.20417777e-06	3.35862113e-04	
3.97756837e+00	6.80000000e+01	1.87698397e-03	-5.1486672e-04	7.19682113e-02	3.67306691e-04	3.98523976e-04	5.78504352e-03	6.99225736e-07	3.35153304e-04	
4.15588552e+00	6.80000000e+01	1.87658918e-03	-4.5203835e-04	7.00242252e-02	3.62969807e-04	3.95994860e-04	5.50269797e-03	4.43579120e-07	3.32774636e-04	
4.34053354e+00	6.80000000e+01	1.86447699e-03	-3.7729820e-04	6.79860525e-02	3.57938951e-04	3.93138990e-04	5.21351107e-03	5.02269582e-07	3.28306869e-04	
4.53173718e+00	6.80000000e+01	1.83988810e-03	-3.2749411e-04	6.58614339e-02	3.52330658e-04	3.89383568e-04	4.92094888e-03	7.32223880e-07	3.22051680e-04	
4.72972919e+00	6.80000000e+01	1.80749277e-03	-2.9179386e-04	6.36719385e-02	3.46593947e-04	3.84137469e-04	4.62719963e-03	9.95360434e-07	3.14601413e-04	
4.93475059e+00	6.80000000e+01	1.76297523e-03	-2.5886312e-04	6.14291813e-02	3.40348257e-04	3.77406553e-04	4.33541207e-03	8.18420454e-07	3.05838856e-04	
5.14705094e+00	6.80000000e+01	1.70920707e-03	-2.3112517e-04	5.91323301e-02	3.33861447e-04	3.69508913e-04	4.04658326e-03	7.14434032e-08	2.96276197e-04	
5.36688866e+00	6.80000000e+01	1.65004646e-03	-2.0391778e-04	5.67766198e-02	3.26693305e-04	3.61373385e-04	3.76094199e-03	-5.8399780e-07	2.86034572e-04	
5.59453137e+00	6.80000000e+01	1.58299573e-03	-1.7422020e-04	5.43551837e-02	3.18628088e-04	3.52576040e-04	3.47917031e-03	-1.1738595e-06	2.74798485e-04	
5.83025615e+00	6.80000000e+01	1.50547675e-03	-1.5199576e-04	5.18710900e-02	3.09610085e-04	3.41733240e-04	3.20226351e-03	-1.8567674e-06	2.62953641e-04	
6.07434996e+00	6.80000000e+01	1.42668064e-03	-1.1543790e-04	4.93095667e-02	2.99199022e-04	3.29352891e-04	2.92946616e-03	-2.4729541e-06	2.51323122e-04	
6.32710993e+00	6.80000000e+01	1.34258660e-03	-7.4839253e-05	4.66930003e-02	2.87667932e-04	3.16689317e-04	2.66315907e-03	-2.9637589e-06	2.39112168e-04	
6.58884372e+00	6.80000000e+01	1.24097296e-03	-3.1843082e-05	4.40406864e-02	2.75602617e-04	3.03276988e-04	2.40435223e-03	-3.2590012e-06	2.25099344e-04	
6.85986994e+00	6.80000000e+01	1.12266205e-03	4.23519073e-05	4.13587583e-02	2.62865958e-04	2.87096116e-04	2.15494282e-03	-3.1118595e-06	2.10161737e-04	
7.14051850e+00	6.80000000e+01	9.92298876e-04	1.15889739e-04	3.86492682e-02	2.49470191e-04	2.69421561e-04	1.91780891e-03	-2.5888548e-06	1.94442902e-04	
7.43113104e+00	6.80000000e+01	8.37932096e-04	1.86032379e-04	3.59272504e-02	2.35406309e-04	2.51964904e-04	1.69205917e-03	-1.9677209e-06	1.77529520e-04	
7.73206130e+00	6.80000000e+01	6.65701108e-04	2.44902798e-04	3.32286352e-02	2.21242921e-04	2.33464303e-04	1.47965242e-03	-1.7976231e-06	1.60337963e-04	
8.04367559e+00	6.80000000e+01	4.98259054e-04	3.09063442e-04	3.05606038e-02	2.06838056e-04	2.14892265e-04	1.28231775e-03	-1.4900440e-06	1.43911436e-04	
8.36635324e+00	6.80000000e+01	3.23182395e-04	3.65135388e-04	2.79145592e-02	1.91622014e-04	1.95877038e-04	1.09908205e-03	-7.8226987e-07	1.27380449e-04	
8.70048704e+00	6.80000000e+01	1.20851869e-04	3.46058893e-04	2.53063989e-02	1.76261640e-04	1.76638256e-04	9.32454825e-04	-1.6607864e-07	1.10729041e-04	
9.04648371e+00	6.80000000e+01	-9.5520433e-05	2.62615207e-04	2.27354065e-02	1.60740918e-04	1.58745988e-04	7.81833554e-04	9.37691751e-08	9.46073245e-05	
9.40476442e+00	6.80000000e+01	-3.0536060e-04	2.10988266e-04	2.01997209e-02	1.45196720e-04	1.40792593e-04	6.46274915e-04	9.89445797e-08	8.01943346e-05	
9.77576531e+00	6.80000000e+01	-5.0458845e-04	1.77743298e-04	1.77600587e-02	1.30004134e-04	1.23051132e-04	5.27484977e-04	-3.2965124e-07	6.73266360e-05	
1.01599379e+01	6.80000000e+01	-7.1337739e-04	1.36348332e-04	1.53606375e-02	1.15376247e-04	1.04466963e-04	4.20646919e-04	-8.3037326e-07	5.47955649e-05	
1.05577500e+01	6.80000000e+01	-9.4863807e-04	1.03976120e-04	1.29515348e-02	1.01004337e-04	8.71756914e-05	3.24959196e-04	-1.0285515e-06	4.28764616e-05	
1.09696858e+01	6.80000000e+01	-1.1964647e-03	5.41670922e-05	1.06523354e-02	8.74129421e-05	7.16134491e-05	2.44986341e-04	-1.2485892e-06	3.22192823e-05	
1.13962466e+01	6.80000000e+01	-1.4331407e-03	3.29553433e-07	8.53072415e-03	7.50512639e-05	5.76580306e-05	1.81547739e-04	-1.0728566e-06	2.32383520e-05	
1.18379519e+01	6.80000000e+01	-1.6351890e-03	-3.1058874e-05	6.62095360e-03	6.36019472e-05	4.60255863e-05	1.31712499e-04	-2.1318012e-07	1.64832148e-05	
1.22953391e+01	6.80000000e+01	-1.7798045e-03	-6.1545813e-05	4.92765689e-03	5.30210646e-05	3.58619707e-05	9.27498607e-05	4.50700448e-07	1.23334262e-05	
1.27689651e+01	6.80000000e+01	-1.8792124e-03	-8.4020482e-05	3.48095700e-03	4.36030467e-05	2.69513531e-05	6.37789527e-05	5.80808006e-07	9.15533382e-06	
1.32594064e+01	6.80000000e+01	-1.9312789e-03	-1.0348293e-04	2.26019405e-03	3.50846667e-05	1.97865584e-05	4.33537153e-05	6.26705126e-07	6.70190118e-06	
1.37672601e+01	6.80000000e+01	-1.9470746e-03	-1.1971282e-04	1.25528331e-03	2.76363227e-05	1.46660839e-05	2.92368946e-05	6.05368241e-07	4.99363274e-06	
1.42931443e+01	6.80000000e+01	-1.9167698e-03	-1.3744418e-04	4.82824869e-04	2.14576060e-05	1.07087914e-05	1.94864541e-05	4.58190246e-07	3.64569672e-06	
1.48376991e+01	6.80000000e+01	-1.8510981e-03	-1.4953082e-04	-1.1680779e-04	1.65727421e-05	7.22572798e-06	1.28653707e-05	2.81847655e-07	2.75972525e-06	
1.54015875e+01	6.80000000e+01	-1.7451301e-03	-1.8199801e-04	-5.8065165e-04	1.25653961e-05	4.79162575e-06	8.70691363e-06	2.33908349e-07	2.25586501e-06	
1.59854958e+01	6.80000000e+01	-1.5983211e-03	-1.8944793e-04	-9.0055423e-04	9.31867594e-06	3.28539867e-06	6.30966285e-06	1.00008401e-07	1.92796175e-06	
1.65901348e+01	6.80000000e+01	-1.4378587e-03	-1.7421565e-04	-1.0821964e-03	6.77387823e-06	2.37632762e-06	4.95527542e-06	3.68474119e-08	1.48600068e-06	
1.72162405e+01	6.80000000e+01	-1.2752289e-03	-1.6744159e-04	-1.1143428e-03	4.84589366e-06	1.71891395e-06	3.64961593e-06	-2.8711541e-09	1.26312455e-06	
1.78645751e+01	6.80000000e+01	-1.1187979e-03	-1.6141597e-04	-1.0637391e-03	3.43363783e-06	1.30737910e-06	2.72858640e-06	-2.6267956e-08	1.06187409e-06	
1.85359277e+01	6.80000000e+01	-9.6746689e-04	-1.4855191e-04	-9.7694601e-04	2.47565601e-06	9.55557539e-07	2.07498555e-06	-6.8569639e-09	8.68514694e-07	
1.92311156e+01	6.80000000e+01	-8.2777755e-04	-1.3226101e-04	-8.8266744e-04	1.81382221e-06	6.93138273e-07	1.61232127e-06	-1.7703718e-08	6.40247324e-07	
1.99509851e+01	6.80000000e+01	-7.0229632e-04	-1.1486136e-04	-7.8308346e-04	1.35163478e-06	5.00403057e-07	1.24407349e-06	-3.0897779e-08	4.44998916e-07	
2.06964123e+01	6.80000000e+01	-5.9405853e-04	-9.2014783e-05	-6.8131275e-04	1.01587639e-06	3.69086720e-07	9.47321546e-07	-3.9725349e-08	2.87680952e-07	
2.14683047e+01	6.80000000e+01	-5.0576129e-04	-7.0480485e-05	-5.7879490e-04	7.70029341e-07	2.65926989e-07	7.04244025e-07	-4.1570099e-08	1.70922585e-07	
2.22676019e+01	6.80000000e+01	-4.3302685e-04	-5.8033980e-05	-4.8012333e-04	5.88289555e-07	1.93533876e-07	5.24180930e-07	-4.5396765e-08	9.77058422e-08	
2.30952768e+01	6.80000000e+01	-3.7119599e-04	-5.4182726e-05	-3.8538024e-04	4.51737738e-07	1.42461461e-07	3.77206211e-07	-4.6428203e-08	4.85987995e-08	
2.39523370e+01	6.80000000e+01	-3.1842726e-04	-5.4761002e-05	-2.9289597e-04	3.47008903e-07	1.10264142e-07	2.42631888e-07	-4.1527841e-08	1.88078754e-08	
2.48398257e+01	6.80000000e+01	-2.7372908e-04	-5.2626116e-05	-2.0528505e-04	2.66879412e-07	8.52223419e-08	1.38266302e-07	-3.3211076e-08	2.45083712e-09	
2.57588232e+01	6.80000000e+01	-2.3650463e-04	-4.4967326e-05	-1.2671878e-04	2.05125895e-07	6.04079718e-08	6.79411541e-08	-2.4095664e-08	-6.3166979e-09	
2.67104482e+01	6.80000000e+01	-2.0623174e-04	-3.3193743e-05	-6.2099740e-05	1.57011073e-07	3.59897509e-08	2.68466891e-08	-1.4764127e-08	-1.0581413e-08	
2.76958592e+01	6.80000000e+01	-1.8194741e-04	-2.0851485e-05	-1.6546884e-05	1.20392609e-07	1.75609341e-08	1.07396824e-08	-6.8583683e-09	-1.4196985e-08	
2.87162555e+01	6.80000000e+01	-1.6304663e-04	-1.2319303e-05	6.39906983e-06	9.58777366e-08	8.06487735e-09	7.78186484e-09	-3.0098126e-09	-1.7466649e-08	
2.97728793e+01	6.80000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.08670168e+01	6.80000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.20000000e+01	6.80000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000000000000	6.90000000e+01	-1.2431183e-04	-3.4384693e-04	9.85459610e-02	3.83576380e-04	3.60581710e-04	1.02684980e-02	9.70314580e-07	-3.4150338e-06	
3.71000886e-02	6.90000000e+01	9.61266434e-06	-2.5868343e-05	9.85435711e-02	3.72807027e-04	3.71425868e-04	1.02679347e-02	-1.2572224e-07	4.15879847e-06	
7.55173554e-02	6.90000000e+01	4.30014957e-05	8.02107520e-06	9.85373381e-02	3.71741510e-04	3.72940362e-04	1.02663408e-02	-2.5021296e-07	8.91699231e-06	
1.15298564e-01	6.90000000e+01	6.37173180e-05	-4.9048681e-06	9.85241180e-02	3.72306191e-04	3.73069852e-04	1.02631179e-02	-1.7886172e-07	1.37975150e-05	
1.56492140e-01	6.90000000e+01	8.82144554e-05	-1.4524971e-05	9.85020713e-02	3.72747435e-04	3.73483414e-04	1.02580336e-02	-1.0009972e-07	1.90600643e-05	
1.99148226e-01	6.90000000e+01	1.14991883e-04	-2.1348044e-05	9.84706534e-02	3.73060395e-04	3.74142120e-04	1.02511546e-02	-2.5066462e-08	2.44955400e-05	
2.43318747e-01	6.90000000e+01	1.42412410e-04	-2.9045726e-05	9.84299895e-02	3.73397823e-04	3.74889432e-04	1.02426348e-02	6.11768882e-08	3.00578742e-05	
2.89057471e-01	6.90000000e+01	1.70872962e-04	-3.6909524e-05	9.83801507e-02	3.73800180e-04	3.75691151e-04	1.02325245e-02	1.68276724e-07	3.58440253e-05	
3.36420073e-01	6.90000000e+01	2.01108968e-04	-4.2996653e-05	9.83206459e-02	3.74271335e-04	3.76522029e-04	1.02206774e-02	3.02166229e-07	4.19531576e-05	
3.85464207e-01	6.90000000e+01	2.33323638e-04	-4.6090322e-05	9.82502457e-02	3.74814402e-04	3.77317858e-04	1.02067605e-02	4.62942528e-07	4.84246038e-05	
4.36249572e-01	6.90000000e+01	2.67440602e-04	-4.5457747e-05	9.81670952e-02	3.75405766e-04	3.78025550e-04	1.01903247e-02	6.38126923e-07	5.52544051e-05	
4.88837990e-01	6.90000000e+01	3.03416478e-04	-4.0808766e-05	9.80689880e-02	3.75993371e-04	3.78642898e-04	1.01708840e-02	8.04683344e-07	6.24296944e-05	
5.43293473e-01	6.90000000e+01	3.41181676e-04	-3.3269853e-05	9.79536475e-02	3.76543498e-04	3.79188585e-04	1.01479761e-02	9.46887037e-07	6.99470688e-05	
5.99682309e-01	6.90000000e+01	3.80639158e-04	-2.5856333e-05	9.78188846e-02	3.77074651e-04	3.79650525e-04	1.01211936e-02	1.07687908e-06	7.78183171e-05	
6.58073138e-01	6.90000000e+01	4.21988129e-04	-2.1876754e-05	9.76625318e-02	3.77607340e-04	3.80008906e-04	1.00901872e-02	1.21697669e-06	8.60658755e-05	
